Time (s),altitude (m)
221.5508195,7091.268079735460000
223.874803,7066.413343465510000
226.4971045,7038.407249038390000
229.1194061,7010.442382248370000
231.7417076,6982.518470711400000
237.4906577,6921.441791283040000
243.2396077,6860.558266184690000
248.9885578,6799.865576305720000
259.7008132,6687.276536054330000
261.2381438,6671.171633459260000
262.7754745,6655.080098491930000
264.3128051,6639.002063891650000
265.8501357,6622.937573230950000
267.3874664,6606.886613074480000
268.924797,6590.849145984560000
271.4959877,6564.056431468490000
274.0671783,6537.301115621560000
276.6383689,6510.582996171770000
285.9694247,6413.928238465120000
295.3004805,6317.750374173470000
304.6315362,6222.040648858680000
304.8105605,6220.209038070930000
304.9895847,6218.377599232830000
305.1686089,6216.546333363740000
305.3476331,6214.715241265020000
305.5266573,6212.884323563970000
305.8847058,6209.222838149320000
306.2427542,6205.562053853430000
306.6008027,6201.901972587970000
309.0188309,6177.202567044690000
310.8474396,6158.545264511260000
312.6760483,6139.906229507650000
314.504657,6121.285340397680000
316.3332657,6102.682568940200000
319.990483,6065.531136690410000
323.6477004,6028.451344284870000
327.3049178,5991.442669151580000
337.6661608,5886.972935333940000
348.0274039,5783.058093654680000
348.8554538,5774.777366591310000
349.6835036,5766.500200843030000
350.5115535,5758.226613725270000
352.1676532,5741.690191087930000
353.823753,5725.168079874120000
355.4798527,5708.660239761470000
359.2713439,5670.920400379480000
363.0628351,5633.254488068420000
366.8543264,5595.661950658790000
377.737927,5488.151490320830000
388.6215276,5381.227120086910000
389.427091,5373.336246495530000
390.2326543,5365.448580739230000
391.0382177,5357.564152256170000
392.6493444,5341.805069654880000
394.2604711,5326.059014165850000
395.8715978,5310.325962268360000
398.521068,5284.481370759410000
401.1705382,5258.671639100420000
403.8200084,5232.896584599940000
414.6304954,5128.081299788660000
425.4409824,5023.827061207040000
428.5770979,4993.687247214140000
430.4886653,4975.338784532550000
431.8564537,4962.220583476350000
433.224242,4949.111411532820000
434.5920304,4936.011326121180000
435.9598188,4922.920348204800000
437.3276072,4909.838457247260000
438.6953955,4896.765616131240000
441.4309723,4870.646930925350000
444.166549,4844.564129052820000
446.9021258,4818.517023879780000
457.7665163,4715.416894038080000
468.6309068,4612.863999749970000
469.4723398,4604.944198523920000
470.3137729,4597.027625171470000
471.1552059,4589.114295511840000
472.4797391,4576.664221596630000
473.8042722,4564.222245383970000
475.1288054,4551.788362210790000
477.262697,4531.773698372210000
479.3965886,4511.779906070360000
481.5304803,4491.806900713960000
487.5454542,4435.618155914190000
493.5604281,4379.591866315480000
499.575402,4323.726260239490000
509.7140166,4229.918908098960000
510.4072286,4223.521420166670000
511.1004406,4217.126036389090000
511.7936526,4210.732763615810000
513.1800766,4197.952559163330000
514.5665006,4185.180800402260000
515.9529246,4172.417470480570000
518.3237429,4150.611322322520000
520.6945613,4128.829643902760000
523.0653797,4107.072328881500000
531.6646755,4028.357254291200000
540.2639713,3949.955834172380000
545.3613874,3903.628375958730000
547.6346613,3883.002797308140000
547.878991,3880.787251785250000
548.1233207,3878.571952615170000
548.3676504,3876.356900179320000
548.8384668,3872.089716399640000
549.3092832,3867.823456680490000
550.0375113,3861.225791320680000
550.7657393,3854.630338830700000
551.4939674,3848.037098829990000
552.871617,3835.570163651850000
554.2492666,3823.111124289690000
555.6269162,3810.659959877890000
557.0045659,3798.216649319080000
564.130138,3733.980687195950000
571.2557102,3669.951323495610000
578.3812823,3606.126125986430000
580.4559814,3587.580838779160000
582.5306805,3569.052601162440000
584.6053796,3550.541339772630000
586.5170935,3533.499286632980000
586.7765283,3531.187784283470000
587.0359631,3528.876546907230000
587.5548327,3524.254602440960000
588.0737024,3519.633718686240000
588.592572,3515.013895615100000
590.0501785,3502.041576190400000
591.5077851,3489.077604091230000
592.9653916,3476.121956081000000
594.4229981,3463.174609075780000
598.6158177,3425.977443771070000
600,3413.712458464180000
