Time (s),altitude (m)
39.42874369,9137.559856677920000
39.44787745,9137.549660026670000
39.4670112,9137.535941936050000
39.63847375,9137.255822567160000
39.8099363,9136.692817426370000
39.98139884,9135.846770813850000
40.15286139,9134.717452258980000
40.39672357,9132.622724267520000
40.64058574,9129.953195368460000
40.88444791,9126.707382991490000
40.89047619,9126.619832930080000
40.89271796,9126.587331263430000
40.89495972,9126.554949957880000
40.89944326,9126.490425407460000
40.90392679,9126.426371689380000
40.90841033,9126.362778390080000
40.93337817,9126.016635039400000
40.95834601,9125.682864452160000
40.98331386,9125.360108593240000
41.0082817,9125.047182203550000
41.04631121,9124.587128209420000
41.08434072,9124.144409245810000
41.12237023,9123.716461539150000
41.16039974,9123.301117893400000
41.19842925,9122.896562399940000
41.26159799,9122.244344082540000
41.32476673,9121.611890728550000
41.38793547,9120.994563654870000
41.45110421,9120.388711471490000
41.51427295,9119.791359979520000
41.57744169,9119.200067884430000
41.68114266,9118.237390247400000
41.78484363,9117.278784280470000
41.88854461,9116.319078445240000
41.99224558,9115.354441554140000
42.09594656,9114.382033428060000
42.19964753,9113.399793947490000
42.37576773,9111.705222552780000
42.55188794,9109.974107909630000
42.72800814,9108.205052764380000
42.90412835,9106.398531518920000
43.08024855,9104.556207352570000
43.25636876,9102.680539429020000
43.55618202,9099.419164668190000
43.85599529,9096.084614054420000
44.15580855,9092.691446126560000
44.45562182,9089.252570614920000
44.75543508,9085.778704653450000
45.05524834,9082.278563288810000
45.3821678,9078.440024106770000
45.70908726,9074.585074345090000
46.03600671,9070.718692035580000
46.36292617,9066.844491122330000
46.68984562,9062.965050370880000
47.09807347,9058.116124679420000
47.50630133,9053.264326743900000
47.91452918,9048.411235136830000
48.32275703,9043.557794377080000
48.75420423,9038.428634478330000
49.18565143,9033.300206550050000
49.61709863,9028.172828533960000
50.41127482,9018.737988084920000
51.205451,9009.307969384490000
51.99962718,8999.882740754440000
52.79380336,8990.462153867070000
53.22868629,8985.305627720210000
53.66356921,8980.150641576900000
54.09845214,8974.997141233750000
54.53329323,8969.845605683170000
54.96813431,8964.695541850830000
55.4029754,8959.546950767780000
56.27152275,8949.267605469470000
57.14007009,8938.994112597990000
58.00861743,8928.726457439340000
58.87633834,8918.474388635620000
59.74405925,8908.228121392740000
60.61178015,8897.987642949470000
65.13492754,8844.700240050740000
69.65807492,8791.567755127660000
74.1812223,8738.588521935940000
74.31642915,8737.007281683110000
74.451636,8735.426176745260000
74.58684285,8733.845207079020000
74.7220497,8732.264373066280000
74.85725656,8730.683675552700000
75.12767026,8727.522831555230000
75.39808396,8724.362542326380000
75.95718097,8717.829642399450000
76.51627797,8711.299134525330000
77.07537498,8704.771028209610000
78.36563183,8689.714960439650000
79.65588868,8674.671703953860000
