Mach,CD Power-Off
0.01,0.413195021824884
0.02,0.459542509550093
0.03,0.477343622288447
0.04,0.483209676317091
0.05,0.484981192858942
0.06,0.485055441161202
0.07,0.484355704813538
0.08,0.483291460719511
0.09,0.482061807078607
0.1,0.48169873798859
0.11,0.481733214626507
0.12,0.481773575838129
0.13,0.481819902012349
0.14,0.481872253533605
0.15,0.481930710781939
0.16,0.481995354133046
0.17,0.482066263958322
0.18,0.482143530624924
0.19,0.482227254495813
0.2,0.482317565929806
0.21,0.482414555281626
0.22,0.48251835290195
0.23,0.482629089137455
0.24,0.482746924330868
0.25,0.48287198882101
0.26,0.483233861606905
0.27,0.483603336586411
0.28,0.483980519625367
0.29,0.48436568550897
0.3,0.484758950095652
0.31,0.485160587047905
0.32,0.485570815563084
0.33,0.485989875950375
0.34,0.486418028515451
0.35,0.486855553560515
0.36,0.487302731384336
0.37,0.487759882282295
0.38,0.488227325431031
0.39,0.488705433350028
0.4,0.489194575209339
0.41,0.489695141291162
0.42,0.490207571874499
0.43,0.490732297235182
0.44,0.491269807645922
0.45,0.491820613376337
0.46,0.492385294692986
0.47,0.492964380744025
0.48,0.493558554020779
0.49,0.494168473665463
0.5,0.49479486993276
0.51,0.495438513074469
0.52,0.496100233339533
0.53,0.496780940974076
0.54,0.497481596221436
0.55,0.498203249322191
0.56,0.498947020514195
0.57,0.499714128917222
0.58,0.500505968109924
0.59,0.501323893860619
0.6,0.502169550858106
0.61,0.503459735576317
0.62,0.504766354525935
0.63,0.506106272042619
0.64,0.507481779458886
0.65,0.508895358104786
0.66,0.510349715961779
0.67,0.511847925470461
0.68,0.513393285722893
0.69,0.514989545808781
0.7,0.516640877046273
0.71,0.516979210751218
0.72,0.517233204891033
0.73,0.517487211892424
0.74,0.517741209718332
0.75,0.517995220791036
0.76,0.518249223069099
0.77,0.518503238970473
0.78,0.518757246449438
0.79,0.519011246804326
0.8,0.519265281331386
0.81,0.522869527978654
0.82,0.526473799153666
0.83,0.530078052800407
0.84,0.533682331322409
0.85,0.537286592659692
0.86,0.540890858096485
0.87,0.544495148915088
0.88,0.548099423049737
0.89,0.551703762894328
0.9,0.555308036379346
0.91,0.559084131026726
0.92,0.570412414968864
0.93,0.586076881716926
0.94,0.600413389299843
0.95,0.61474989688276
0.96,0.629086404465677
0.97,0.643422912048594
0.98,0.657759419631511
0.99,0.672095927214428
1.0,0.686432434797345
1.01,0.700768942380261
1.02,0.715105449963178
1.03,0.729441957546095
1.04,0.743778465129012
1.05,0.758114972711929
1.06,0.755892950620515
1.07,0.753693085060903
1.08,0.751515060467162
1.09,0.749358538826664
1.1,0.747223189839412
1.11,0.745108731065947
1.12,0.743014848064724
1.13,0.740941264519783
1.14,0.738887702359456
1.15,0.736853931866798
1.16,0.73394807102927
1.17,0.731032587869354
1.18,0.728139968350876
1.19,0.725146054479214
1.2,0.721851665398343
1.21,0.718583466197516
1.22,0.715341335854556
1.23,0.712124862353021
1.24,0.708934052741727
1.25,0.705768593189241
1.26,0.702628179035658
1.27,0.699512734840976
1.28,0.696422064429976
1.29,0.693355990934566
1.3,0.690314146833241
1.31,0.687296653988792
1.32,0.684303053682219
1.33,0.681333376646348
1.34,0.678387283095768
1.35,0.675464822756343
1.36,0.672565614891639
1.37,0.669689648329015
1.38,0.66683677148327
