Mach,CD Power-On
13.99,0.139284636
14,0.139277246
14.01,0.139269866
14.02,0.139262495
14.03,0.139255144
14.04,0.139247802
14.05,0.139240469
14.06,0.139233156
14.07,0.139225852
14.08,0.139218558
14.09,0.139211272
14.1,0.139204007
14.11,0.139196751
14.12,0.139189503
14.13,0.139182275
14.14,0.139175046
14.15,0.139167837
14.16,0.139160636
14.17,0.139153455
14.18,0.139146283
14.19,0.13913912
14.2,0.139131966
14.21,0.139124821
14.22,0.139117694
14.23,0.139110578
14.24,0.13910348
14.25,0.139096391
14.26,0.139089302
14.27,0.13908224
14.28,0.139075178
14.29,0.139068136
14.3,0.139061091
14.31,0.139054076
14.32,0.13904706
14.33,0.139040062
14.34,0.139033073
14.35,0.139026093
14.36,0.139019122
14.37,0.139012169
14.38,0.139005226
14.39,0.138998291
14.4,0.138991364
14.41,0.138984457
14.42,0.138977558
14.43,0.138970667
14.44,0.138963786
14.45,0.138956923
14.46,0.138950069
14.47,0.138943222
14.48,0.138936385
14.49,0.138929567
14.5,0.138922756
14.51,0.138915954
14.52,0.138909161
14.53,0.138902386
14.54,0.138895619
14.55,0.138888862
14.56,0.138882111
14.57,0.138875371
14.58,0.138868649
14.59,0.138861934
14.6,0.138855227
14.61,0.13884854
14.62,0.13884185
14.63,0.138835179
14.64,0.138828516
14.65,0.138821871
14.66,0.138815225
14.67,0.138808596
14.68,0.138801976
14.69,0.138795364
14.7,0.13878877
14.71,0.138782184
14.72,0.138775607
14.73,0.138769038
14.74,0.138762477
14.75,0.138755933
14.76,0.138749398
14.77,0.13874287
14.78,0.138736351
14.79,0.13872984
14.8,0.138723347
14.81,0.138716862
14.82,0.138710385
14.83,0.138703926
14.84,0.138697464
14.85,0.138691021
14.86,0.138684585
14.87,0.138678157
14.88,0.138671748
14.89,0.138665336
14.9,0.138658942
14.91,0.138652555
14.92,0.138646186
14.93,0.138639816
14.94,0.138633464
14.95,0.138627118
14.96,0.13862078
14.97,0.13861445
14.98,0.138608138
14.99,0.138601833
15,0.138595526
15.01,0.138589247
15.02,0.138582965
15.03,0.138576702
15.04,0.138570435
15.05,0.138564196
15.06,0.138557955
15.07,0.138551721
15.08,0.138545505
15.09,0.138539296
15.1,0.138533095
15.11,0.138526902
15.12,0.138520715
15.13,0.138514546
15.14,0.138508385
15.15,0.138502232
15.16,0.138496085
15.17,0.138489946
15.18,0.138483824
15.19,0.13847771
15.2,0.138471603
15.21,0.138465503
15.22,0.13845941
15.23,0.138453336
15.24,0.138447258
15.25,0.138441208
15.26,0.138435154
15.27,0.138429108
15.28,0.138423079
15.29,0.138417048
15.3,0.138411033
15.31,0.138405027
15.32,0.138399036
15.33,0.138393043
15.34,0.138387067
15.35,0.138381099
15.36,0.138375138
15.37,0.138369183
15.38,0.138363245
15.39,0.138357306
15.4,0.138351383
15.41,0.138345467
15.42,0.138339557
15.43,0.138333654
15.44,0.13832777
15.45,0.138321882
15.46,0.138316011
15.47,0.138310146
15.48,0.138304299
15.49,0.138298448
15.5,0.138292615
15.51,0.138286789
15.52,0.138280958
15.53,0.138275157
15.54,0.138269351
15.55,0.138263562
15.56,0.138257769
15.57,0.138251994
15.58,0.138246225
15.59,0.138240463
15.6,0.138234718
15.61,0.13822897
15.62,0.138223238
15.63,0.138217503
15.64,0.138211795
15.65,0.138206085
15.66,0.138200379
15.67,0.138194691
15.68,0.13818901
15.69,0.138183336
15.7,0.138177667
15.71,0.138172005
15.72,0.13816635
15.73,0.138160712
15.74,0.13815508
15.75,0.138149456
15.76,0.138143837
15.77,0.138138225
15.78,0.13813263
15.79,0.138127031
15.8,0.138121449
15.81,0.138115873
15.82,0.138110304
15.83,0.13810474
15.84,0.138099193
15.85,0.138093644
15.86,0.138088111
15.87,0.138082583
15.88,0.138077062
15.89,0.138071547
15.9,0.138066049
15.91,0.138060548
15.92,0.138055063
15.93,0.138049584
15.94,0.138044111
15.95,0.138038645
15.96,0.138033184
15.97,0.138027741
15.98,0.138022304
15.99,0.138016863
16,0.138011438
16.01,0.138006029
16.02,0.138000617
16.03,0.137995211
16.04,0.137989821
16.05,0.137984427
16.06,0.137979049
16.07,0.137973678
16.08,0.137968313
16.09,0.137962963
16.1,0.137957611
16.11,0.137952273
16.12,0.137946943
16.13,0.137941619
16.14,0.1379363
16.15,0.137930987
16.16,0.137925691
16.17,0.13792039
16.18,0.137915106
16.19,0.137909828
16.2,0.137904555
16.21,0.13789929
16.22,0.13789403
16.23,0.137888785
16.24,0.137883537
16.25,0.137878304
16.26,0.137873078
16.27,0.137867858
16.28,0.137862643
16.29,0.137857434
16.3,0.137852242
16.31,0.137847055
16.32,0.137841865
16.33,0.137836689
16.34,0.13783152
16.35,0.137826357
16.36,0.137821209
16.37,0.137816057
16.38,0.137810921
16.39,0.137805792
16.4,0.137800658
16.41,0.137795549
16.42,0.137790436
16.43,0.137785329
16.44,0.137780228
16.45,0.137775142
16.46,0.137770063
16.47,0.137764979
16.48,0.137759911
16.49,0.137754858
16.5,0.137749801
16.51,0.13774475
16.52,0.137739715
16.53,0.137734674
16.54,0.137729649
16.55,0.137724631
16.56,0.137719619
16.57,0.137714621
16.58,0.137709619
16.59,0.137704623
16.6,0.137699642
16.61,0.137694666
16.62,0.137689697
16.63,0.137684734
16.64,0.137679776
16.65,0.137674821
16.66,0.137669875
16.67,0.137664942
16.68,0.137660007
16.69,0.137655085
16.7,0.137650169
16.71,0.13764526
16.72,0.137640356
16.73,0.137635467
16.74,0.137630573
16.75,0.137625694
16.76,0.137620811
16.77,0.137615943
16.78,0.137611083
16.79,0.137606225
16.8,0.137601374
16.81,0.137596538
16.82,0.137591698
16.83,0.137586872
16.84,0.137582052
16.85,0.137577228
16.86,0.137572419
16.87,0.137567615
16.88,0.137562826
16.89,0.137558033
16.9,0.137553244
16.91,0.137548472
16.92,0.137543694
16.93,0.137538932
16.94,0.137534174
16.95,0.137529422
16.96,0.137524676
16.97,0.137519945
16.98,0.137515208
16.99,0.137510487
17,0.137505762
17.01,0.137501051
17.02,0.137496345
17.03,0.137491644
17.04,0.137486949
17.05,0.13748226
17.06,0.137477584
17.07,0.137472903
17.08,0.137468239
17.09,0.13746358
17.1,0.137458915
17.11,0.137454265
17.12,0.137449621
17.13,0.137444981
17.14,0.137440357
17.15,0.137435728
17.16,0.137431113
17.17,0.137426494
17.18,0.13742189
17.19,0.13741729
17.2,0.137412696
17.21,0.137408107
17.22,0.137403522
17.23,0.137398943
17.24,0.137394379
17.25,0.137389809
17.26,0.137385255
17.27,0.137380705
17.28,0.13737616
17.29,0.13737162
17.3,0.137367086
17.31,0.137362555
17.32,0.13735803
17.33,0.13735351
17.34,0.137349004
17.35,0.137344504
17.36,0.137339998
17.37,0.137335507
17.38,0.137331021
17.39,0.13732654
17.4,0.137322074
17.41,0.137317602
17.42,0.137313135
17.43,0.137308684
17.44,0.137304227
17.45,0.137299784
17.46,0.137295347
17.47,0.137290914
17.48,0.137286485
17.49,0.137282062
17.5,0.137277643
17.51,0.137273239
17.52,0.13726883
17.53,0.137264425
17.54,0.137260035
17.55,0.137255651
17.56,0.13725127
17.57,0.137246895
17.58,0.137242523
17.59,0.137238156
17.6,0.137233794
17.61,0.137229447
17.62,0.137225095
17.63,0.137220757
17.64,0.137216414
17.65,0.137212085
17.66,0.137207761
17.67,0.137203441
17.68,0.137199126
17.69,0.137194825
17.7,0.137190519
17.71,0.137186219
17.72,0.137181932
17.73,0.137177639
17.74,0.137173362
17.75,0.137169089
17.76,0.137164809
17.77,0.137160556
17.78,0.137156297
17.79,0.137152041
17.8,0.137147791
17.81,0.137143544
17.82,0.137139313
17.83,0.137135085
17.84,0.137130853
17.85,0.137126635
17.86,0.13712242
17.87,0.13711821
17.88,0.137114006
17.89,0.137109805
17.9,0.137105609
17.91,0.137101427
17.92,0.137097239
17.93,0.137093067
17.94,0.137088888
17.95,0.137084723
17.96,0.137080564
17.97,0.137076398
17.98,0.137072247
17.99,0.13706811
18,0.137063967
18.01,0.137059829
18.02,0.137055695
18.03,0.137051575
18.04,0.13704745
18.05,0.137043339
18.06,0.137039232
18.07,0.13703513
18.08,0.137031031
18.09,0.137026938
18.1,0.137022848
18.11,0.137018762
18.12,0.13701468
18.13,0.137010615
18.14,0.137006541
18.15,0.137002473
18.16,0.136998419
18.17,0.136994368
18.18,0.136990313
18.19,0.13698627
18.2,0.136982234
18.21,0.136978211
18.22,0.13697418
18.23,0.136970155
18.24,0.136966135
18.25,0.136962129
18.26,0.136958116
18.27,0.136954117
18.28,0.136950113
18.29,0.136946122
18.3,0.136942137
18.31,0.136938154
18.32,0.136934177
18.33,0.136930203
18.34,0.136926243
18.35,0.136922277
18.36,0.136918316
18.37,0.136914358
18.38,0.136910415
18.39,0.136906476
18.4,0.13690253
18.41,0.136898599
18.42,0.136894671
18.43,0.136890749
18.44,0.136886829
18.45,0.136882914
18.46,0.136879003
18.47,0.136875105
18.48,0.136871203
18.49,0.136867303
18.5,0.136863418
18.51,0.136859536
18.52,0.136855649
18.53,0.136851776
18.54,0.136847906
18.55,0.136844041
18.56,0.136840179
18.57,0.136836321
18.58,0.136832468
18.59,0.136828618
18.6,0.136824782
18.61,0.13682094
18.62,0.136817112
18.63,0.136813279
18.64,0.136809458
18.65,0.136805641
18.66,0.136801829
18.67,0.13679802
18.68,0.136794215
18.69,0.136790414
18.7,0.136786617
18.71,0.136782823
18.72,0.136779034
18.73,0.136775258
18.74,0.136771477
18.75,0.136767708
18.76,0.136763934
18.77,0.136760174
18.78,0.136756407
18.79,0.136752654
18.8,0.136748905
18.81,0.13674516
18.82,0.136741419
18.83,0.13673768
18.84,0.136733957
18.85,0.136730226
18.86,0.1367265
18.87,0.136722787
18.88,0.136719068
18.89,0.136715363
18.9,0.136711661
18.91,0.136707953
18.92,0.136704258
18.93,0.136700569
18.94,0.136696882
18.95,0.136693199
18.96,0.13668952
18.97,0.136685844
18.98,0.136682181
18.99,0.136678513
19,0.136674849
19.01,0.136671197
19.02,0.136667539
19.03,0.136663896
19.04,0.136660245
19.05,0.136656609
19.06,0.136652977
19.07,0.136649347
19.08,0.136645722
19.09,0.136642099
19.1,0.136638481
19.11,0.136634865
19.12,0.136631265
19.13,0.136627656
19.14,0.136624053
19.15,0.136620462
19.16,0.136616865
19.17,0.136613281
19.18,0.136609701
19.19,0.136606125
19.2,0.136602542
19.21,0.136598973
19.22,0.136595407
19.23,0.136591845
19.24,0.136588286
19.25,0.136584731
19.26,0.136581179
19.27,0.136577641
19.28,0.136574096
19.29,0.136570565
19.3,0.136567027
19.31,0.136563503
19.32,0.136559973
19.33,0.136556455
19.34,0.136552941
19.35,0.13654943
19.36,0.136545924
19.37,0.13654242
19.38,0.13653892
19.39,0.136535423
19.4,0.13653193
19.41,0.13652844
19.42,0.136524954
19.43,0.136521481
19.44,0.136518001
19.45,0.136514535
19.46,0.136511063
19.47,0.136507603
19.48,0.136504147
19.49,0.136500684
19.5,0.136497235
19.51,0.136493789
19.52,0.136490347
19.53,0.136486907
19.54,0.136483472
19.55,0.136480039
19.56,0.13647662
19.57,0.136473194
19.58,0.136469772
19.59,0.136466363
19.6,0.136462947
19.61,0.136459545
19.62,0.136456135
19.63,0.136452739
19.64,0.136449337
19.65,0.136445948
19.66,0.136442562
19.67,0.136439179
19.68,0.136435799
19.69,0.136432423
19.7,0.13642905
19.71,0.136425681
19.72,0.136422325
19.73,0.136418962
19.74,0.136415601
19.75,0.136412245
19.76,0.136408902
19.77,0.136405561
19.78,0.136402215
19.79,0.136398881
19.8,0.13639555
19.81,0.136392213
19.82,0.136388889
19.83,0.136385568
19.84,0.13638225
19.85,0.136378936
19.86,0.136375624
19.87,0.136372316
19.88,0.136369011
19.89,0.136365709
19.9,0.136362421
19.91,0.136359125
19.92,0.136355843
19.93,0.136352554
19.94,0.136349277
19.95,0.136345995
19.96,0.136342725
19.97,0.136339459
19.98,0.136336185
19.99,0.136332925
20,0.136329668
20.01,0.136326414
20.02,0.136323163
20.03,0.136319914
20.04,0.136316669
20.05,0.136313429
20.06,0.136310189
20.07,0.136306964
20.08,0.136303732
20.09,0.136300503
20.1,0.136297286
20.11,0.136294062
20.12,0.136290852
20.13,0.136287645
20.14,0.136284432
20.15,0.13628123
20.16,0.136278032
20.17,0.136274837
20.18,0.136271645
20.19,0.136268456
20.2,0.13626527
20.21,0.136262088
20.22,0.136258908
20.23,0.136255731
20.24,0.136252557
20.25,0.136249385
20.26,0.136246228
20.27,0.136243063
20.28,0.136239901
20.29,0.136236752
20.3,0.136233596
20.31,0.136230453
20.32,0.136227314
20.33,0.136224176
20.34,0.136221032
20.35,0.136217902
20.36,0.136214773
20.37,0.136211648
20.38,0.136208526
20.39,0.136205407
20.4,0.136202289
20.41,0.136199176
20.42,0.136196076
20.43,0.136192968
20.44,0.136189863
20.45,0.136186761
20.46,0.136183673
20.47,0.136180577
20.48,0.136177494
20.49,0.136174403
20.5,0.136171325
20.51,0.136168251
20.52,0.136165169
20.53,0.136162101
20.54,0.136159035
20.55,0.136155972
20.56,0.136152912
20.57,0.136149845
20.58,0.1361468
20.59,0.136143748
20.6,0.1361407
20.61,0.136137654
20.62,0.13613461
20.63,0.136131571
20.64,0.136128543
20.65,0.136125509
20.66,0.136122487
20.67,0.136119458
20.68,0.136116432
20.69,0.136113418
20.7,0.136110408
20.71,0.136107391
20.72,0.136104386
20.73,0.136101383
20.74,0.136098383
20.75,0.136095377
20.76,0.136092383
20.77,0.136089392
20.78,0.136086403
20.79,0.136083428
20.8,0.136080445
20.81,0.136077465
20.82,0.136074488
20.83,0.136071514
20.84,0.136068551
20.85,0.136065582
20.86,0.136062616
20.87,0.136059663
20.88,0.136056702
20.89,0.136053754
20.9,0.136050799
20.91,0.136047856
20.92,0.136044906
20.93,0.136041968
20.94,0.136039033
20.95,0.136036101
20.96,0.136033173
20.97,0.136030246
20.98,0.136027322
20.99,0.136024401
21,0.136021483
21.01,0.136018567
21.02,0.136015654
21.03,0.136012743
21.04,0.136009835
21.05,0.13600694
21.06,0.136004038
21.07,0.136001138
21.08,0.135998251
21.09,0.135995356
21.1,0.135992474
21.11,0.135989585
21.12,0.135986708
21.13,0.135983834
21.14,0.135980953
21.15,0.135978084
21.16,0.135975218
21.17,0.135972354
21.18,0.135969484
21.19,0.135966625
21.2,0.135963769
21.21,0.135960917
21.22,0.135958065
21.23,0.135955217
21.24,0.135952372
21.25,0.135949529
21.26,0.135946698
21.27,0.135943861
21.28,0.135941026
21.29,0.135938204
21.3,0.135935373
21.31,0.135932547
21.32,0.135929732
21.33,0.135926909
21.34,0.135924099
21.35,0.135921292
21.36,0.135918478
21.37,0.135915675
21.38,0.135912876
21.39,0.135910079
21.4,0.135907274
21.41,0.135904482
21.42,0.135901692
21.43,0.135898906
21.44,0.135896121
21.45,0.135893339
21.46,0.135890559
21.47,0.135887783
21.48,0.135885018
21.49,0.135882246
21.5,0.135879477
21.51,0.13587671
21.52,0.135873955
21.53,0.135871192
21.54,0.135868433
21.55,0.135865686
21.56,0.135862932
21.57,0.135860189
21.58,0.13585744
21.59,0.135854703
21.6,0.135851967
21.61,0.135849225
21.62,0.135846495
21.63,0.135843758
21.64,0.135841033
21.65,0.13583831
21.66,0.135835589
21.67,0.135832872
21.68,0.135830157
21.69,0.135827444
21.7,0.135824732
21.71,0.135822025
21.72,0.135819319
21.73,0.135816616
21.74,0.135813926
21.75,0.135811226
21.76,0.135808531
21.77,0.135805847
21.78,0.135803155
21.79,0.135800466
21.8,0.13579779
21.81,0.135795106
21.82,0.135792435
21.83,0.135789755
21.84,0.135787088
21.85,0.135784423
21.86,0.135781751
21.87,0.135779091
21.88,0.135776433
21.89,0.135773778
21.9,0.135771115
21.91,0.135768465
21.92,0.135765817
21.93,0.135763171
21.94,0.135760527
21.95,0.135757885
21.96,0.135755247
21.97,0.135752611
21.98,0.135749976
21.99,0.135747355
22,0.135744725
22.01,0.135742097
22.02,0.135739473
22.03,0.13573685
22.04,0.135734239
22.05,0.135731622
22.06,0.135729016
22.07,0.135726402
22.08,0.135723792
22.09,0.135721192
22.1,0.135718595
22.11,0.135715992
22.12,0.1357134
22.13,0.13571081
22.14,0.135708212
22.15,0.135705628
22.16,0.135703044
22.17,0.135700463
22.18,0.135697885
22.19,0.135695299
22.2,0.135692725
22.21,0.135690153
22.22,0.135687584
22.23,0.135685016
22.24,0.135682461
22.25,0.135679899
22.26,0.135677338
22.27,0.13567478
22.28,0.135672224
22.29,0.13566967
22.3,0.135667129
22.31,0.135664579
22.32,0.135662042
22.33,0.135659498
22.34,0.135656954
22.35,0.135654424
22.36,0.135651886
22.37,0.135649359
22.38,0.135646836
22.39,0.135644304
22.4,0.135641785
22.41,0.135639257
22.42,0.135636742
22.43,0.135634229
22.44,0.135631718
22.45,0.135629199
22.46,0.135626693
22.47,0.135624189
22.48,0.135621687
22.49,0.135619187
22.5,0.135616689
22.51,0.135614193
22.52,0.135611699
22.53,0.135609208
22.54,0.135606718
22.55,0.135604232
22.56,0.135601746
22.57,0.135599264
22.58,0.135596793
22.59,0.135594315
22.6,0.135591839
22.61,0.135589374
22.62,0.135586902
22.63,0.135584432
22.64,0.135581975
22.65,0.135579509
22.66,0.135577055
22.67,0.135574593
22.68,0.135572143
22.69,0.135569696
22.7,0.135567241
22.71,0.135564799
22.72,0.135562357
22.73,0.135559908
22.74,0.135557471
22.75,0.135555037
22.76,0.135552604
22.77,0.135550173
22.78,0.135547745
22.79,0.135545308
22.8,0.135542884
22.81,0.135540461
22.82,0.135538041
22.83,0.135535623
22.84,0.135533206
22.85,0.135530802
22.86,0.135528391
22.87,0.135525981
22.88,0.135523573
22.89,0.135521167
22.9,0.135518763
22.91,0.135516371
22.92,0.135513971
22.93,0.135511574
22.94,0.135509188
22.95,0.135506795
22.96,0.135504413
22.97,0.135502024
22.98,0.135499636
22.99,0.13549726
23,0.135494887
23.01,0.135492505
23.02,0.135490135
23.03,0.135487768
23.04,0.135485393
23.05,0.135483029
23.06,0.135480668
23.07,0.135478308
23.08,0.13547594
23.09,0.135473585
23.1,0.135471232
23.11,0.13546888
23.12,0.13546653
23.13,0.135464184
23.14,0.135461838
23.15,0.135459494
23.16,0.135457153
23.17,0.135454812
23.18,0.135452475
23.19,0.13545014
23.2,0.135447806
23.21,0.135445484
23.22,0.135443154
23.23,0.135440826
23.24,0.13543851
23.25,0.135436186
23.26,0.135433864
23.27,0.135431554
23.28,0.135429236
23.29,0.135426919
23.3,0.135424605
23.31,0.135422303
23.32,0.135419992
23.33,0.135417694
23.34,0.135415387
23.35,0.135413093
23.36,0.1354108
23.37,0.135408499
23.38,0.135406211
23.39,0.135403924
23.4,0.135401628
23.41,0.135399346
23.42,0.135397064
23.43,0.135394785
23.44,0.135392507
23.45,0.135390231
23.46,0.135387958
23.47,0.135385686
23.48,0.135383407
23.49,0.135381139
23.5,0.135378872
23.51,0.135376608
23.52,0.135374356
23.53,0.135372096
23.54,0.135369837
23.55,0.13536758
23.56,0.135365325
23.57,0.135363072
23.58,0.135360831
23.59,0.135358583
23.6,0.135356335
23.61,0.13535409
23.62,0.135351856
23.63,0.135349614
23.64,0.135347384
23.65,0.135345146
23.66,0.13534291
23.67,0.135340686
23.68,0.135338453
23.69,0.135336232
23.7,0.135334013
23.71,0.135331787
23.72,0.135329561
23.73,0.135327348
23.74,0.135325136
23.75,0.135322917
23.76,0.135320709
23.77,0.135318502
23.78,0.135316299
23.79,0.135314086
23.8,0.135311885
23.81,0.135309687
23.82,0.13530749
23.83,0.135305294
23.84,0.135303101
23.85,0.135300909
23.86,0.13529871
23.87,0.135296532
23.88,0.135294346
23.89,0.135292161
23.9,0.135289979
23.91,0.135287797
23.92,0.135285619
23.93,0.135283441
23.94,0.135281266
23.95,0.135279092
23.96,0.13527693
23.97,0.13527476
23.98,0.135272591
23.99,0.135270435
24,0.13526827
24.01,0.135266107
24.02,0.135263956
24.03,0.135261797
24.04,0.135259638
24.05,0.135257492
24.06,0.135255338
24.07,0.135253195
24.08,0.135251045
24.09,0.135248906
24.1,0.135246758
24.11,0.135244623
24.12,0.135242489
24.13,0.135240347
24.14,0.135238207
24.15,0.135236078
24.16,0.135233951
24.17,0.135231826
24.18,0.135229692
24.19,0.135227571
24.2,0.13522545
24.21,0.135223333
24.22,0.135221217
24.23,0.135219101
24.24,0.135216979
24.25,0.135214867
24.26,0.135212757
24.27,0.135210649
24.28,0.135208543
24.29,0.135206438
24.3,0.135204336
24.31,0.135202234
24.32,0.135200144
24.33,0.135198046
24.34,0.135195951
24.35,0.135193856
24.36,0.135191764
24.37,0.135189673
24.38,0.135187593
24.39,0.135185506
24.4,0.13518342
24.41,0.135181345
24.42,0.135179263
24.43,0.135177181
24.44,0.135175112
24.45,0.135173035
24.46,0.135170959
24.47,0.135168894
24.48,0.135166822
24.49,0.13516476
24.5,0.135162691
24.51,0.135160634
24.52,0.135158567
24.53,0.135156513
24.54,0.135154451
24.55,0.135152399
24.56,0.13515034
24.57,0.135148292
24.58,0.135146246
24.59,0.135144191
24.6,0.135142149
24.61,0.135140107
24.62,0.135138067
24.63,0.13513602
24.64,0.135133983
24.65,0.135131948
24.66,0.135129915
24.67,0.135127884
24.68,0.135125854
24.69,0.135123825
24.7,0.135121799
24.71,0.135119765
24.72,0.135117751
24.73,0.135115728
24.74,0.135113708
24.75,0.13511169
24.76,0.135109673
24.77,0.135107658
24.78,0.135105644
24.79,0.135103632
24.8,0.135101621
24.81,0.135099623
24.82,0.135097615
24.83,0.135095609
24.84,0.135093605
24.85,0.135091612
24.86,0.135089611
24.87,0.135087611
24.88,0.135085614
24.89,0.135083627
24.9,0.135081633
24.91,0.13507964
24.92,0.135077658
24.93,0.135075668
24.94,0.135073689
24.95,0.135071703
24.96,0.135069727
24.97,0.135067743
24.98,0.135065761
24.99,0.13506379
25,0.135061812
0.01,0.689845908
0.02,0.610070275
0.03,0.570122739
0.04,0.544334809
0.05,0.525651981
0.06,0.51118305
0.07,0.499478345
0.08,0.489714238
0.09,0.481380986
0.1,0.474142682
0.11,0.467766946
0.12,0.462086926
0.13,0.456979024
0.14,0.452349382
0.15,0.448124985
0.16,0.444248213
0.17,0.440672742
0.18,0.437360842
0.19,0.434281421
0.2,0.43140855
0.21,0.42872042
0.22,0.426198606
0.23,0.423827261
0.24,0.421592794
0.25,0.419483442
0.26,0.417719492
0.27,0.416123563
0.28,0.415215662
0.29,0.414368385
0.3,0.41357785
0.31,0.412840717
0.32,0.412153887
0.33,0.412449586
0.34,0.412777591
0.35,0.413114115
0.36,0.413459387
0.37,0.413813708
0.38,0.414177376
0.39,0.414550702
0.4,0.414934015
0.41,0.415327684
0.42,0.415732079
0.43,0.416147599
0.44,0.416574705
0.45,0.417013846
0.46,0.417465492
0.47,0.417930201
0.48,0.418408535
0.49,0.418901083
0.5,0.419408504
0.51,0.419931499
0.52,0.420470817
0.53,0.421027259
0.54,0.421601693
0.55,0.422195081
0.56,0.422808411
0.57,0.423442805
0.58,0.424099433
0.59,0.424556715
0.6,0.425038931
0.61,0.425957363
0.62,0.426888966
0.63,0.427850323
0.64,0.428843463
0.65,0.429870588
0.66,0.430934198
0.67,0.432036937
0.68,0.433181892
0.69,0.434372378
0.7,0.435612173
0.71,0.435672072
0.72,0.435656044
0.73,0.435639787
0.74,0.435623377
0.75,0.435606766
0.76,0.435589963
0.77,0.435572968
0.78,0.435555759
0.79,0.435538406
0.8,0.435520839
0.81,0.438513091
0.82,0.441505137
0.83,0.444496998
0.84,0.447488691
0.85,0.450480179
0.86,0.453471479
0.87,0.45646261
0.88,0.459453534
0.89,0.462444288
0.9,0.465434873
0.91,0.468273041
0.92,0.477220642
0.93,0.486762361
0.94,0.492316123
0.95,0.497869885
0.96,0.503423646
0.97,0.508977408
0.98,0.51453117
0.99,0.520084932
1,0.525638693
1.01,0.531192455
1.02,0.536746217
1.03,0.542299979
1.04,0.54785374
1.05,0.553407502
1.06,0.550762842
1.07,0.548148517
1.08,0.545580145
1.09,0.543044425
1.1,0.540538893
1.11,0.538062556
1.12,0.5356173
1.13,0.533211391
1.14,0.530832899
1.15,0.528480055
1.16,0.525884841
1.17,0.523311102
1.18,0.520768227
1.19,0.518255601
1.2,0.515685963
1.21,0.513098914
1.22,0.510540691
1.23,0.508010955
1.24,0.505509331
1.25,0.50303545
1.26,0.500589
1.27,0.498169657
1.28,0.495777031
1.29,0.493410769
1.3,0.491070728
1.31,0.488756672
1.32,0.486468316
1.33,0.484205415
1.34,0.481967731
1.35,0.479755021
1.36,0.477567061
1.37,0.475403656
1.38,0.473264554
1.39,0.471149567
1.4,0.46905848
1.41,0.466991104
1.42,0.464947243
1.43,0.462926709
1.44,0.460929349
1.45,0.458954966
1.46,0.457003366
1.47,0.45507442
1.48,0.453167954
1.49,0.451283814
1.5,0.449421814
1.51,0.447581849
1.52,0.445763755
1.53,0.443967394
1.54,0.442192603
1.55,0.440439281
1.56,0.438707279
1.57,0.436996458
1.58,0.435306724
1.59,0.433637918
1.6,0.431989948
1.61,0.430362679
1.62,0.428756017
1.63,0.427169828
1.64,0.425604027
1.65,0.424058487
1.66,0.422533132
1.67,0.421027838
1.68,0.419542526
1.69,0.418077084
1.7,0.416631397
1.71,0.415205436
1.72,0.413799048
1.73,0.412412193
1.74,0.411044765
1.75,0.409696681
1.76,0.408367872
1.77,0.407058234
1.78,0.405767711
1.79,0.404496224
1.8,0.403243702
1.81,0.402089374
1.82,0.400928834
1.83,0.399778188
1.84,0.398637358
1.85,0.397506301
1.86,0.396384925
1.87,0.395273194
1.88,0.394171029
1.89,0.393078385
1.9,0.391995189
1.91,0.39092139
1.92,0.389856937
1.93,0.388801764
1.94,0.387755847
1.95,0.386719106
1.96,0.385691507
1.97,0.384672973
1.98,0.383587564
1.99,0.382511147
2,0.381443678
2.01,0.380464166
2.02,0.379489723
2.03,0.378527681
2.04,0.377577939
2.05,0.376640378
2.06,0.375714901
2.07,0.374801407
2.08,0.373899798
2.09,0.373009967
2.1,0.372131814
2.11,0.371265277
2.12,0.37041024
2.13,0.369566624
2.14,0.368734353
2.15,0.367913357
2.16,0.367103543
2.17,0.366050214
2.18,0.364769637
2.19,0.363496875
2.2,0.362231882
2.21,0.360974563
2.22,0.359724855
2.23,0.35848269
2.24,0.357247996
2.25,0.356020688
2.26,0.354800721
2.27,0.353587991
2.28,0.352382473
2.29,0.351184054
2.3,0.349992708
2.31,0.348808347
2.32,0.347630907
2.33,0.346460321
2.34,0.345296529
2.35,0.344139471
2.36,0.342989087
2.37,0.341845311
2.38,0.340708068
2.39,0.339577318
2.4,0.338453
2.41,0.337335049
2.42,0.336223426
2.43,0.335118026
2.44,0.334018853
2.45,0.332925809
2.46,0.332069157
2.47,0.331218559
2.48,0.330373922
2.49,0.329535218
2.5,0.328702396
2.51,0.327875382
2.52,0.32705417
2.53,0.326238654
2.54,0.325428819
2.55,0.324624604
2.56,0.323825976
2.57,0.323032861
2.58,0.322245249
2.59,0.321463057
2.6,0.320686252
2.61,0.319914792
2.62,0.319148637
2.63,0.318387743
2.64,0.317632054
2.65,0.316881529
2.66,0.316136135
2.67,0.315395836
2.68,0.314660567
2.69,0.313930316
2.7,0.313205022
2.71,0.312484641
2.72,0.311769144
2.73,0.311058514
2.74,0.310352664
2.75,0.309651594
2.76,0.30895525
2.77,0.308263603
2.78,0.307576612
2.79,0.306894256
2.8,0.306218611
2.81,0.305550675
2.82,0.304887254
2.83,0.3042283
2.84,0.303573797
2.85,0.302923713
2.86,0.302277998
2.87,0.301635756
2.88,0.300996787
2.89,0.300362123
2.9,0.299731695
2.91,0.299105484
2.92,0.298483457
2.93,0.29786559
2.94,0.297251848
2.95,0.296642199
2.96,0.296036617
2.97,0.295435065
2.98,0.294837512
2.99,0.294243944
3,0.293654326
